year_end,neighborhood,parcels,city_owned
2007,FREEDOM VILLAGE,15,0
2007,GARDEN HOMES,593,1
2007,GOLDEN GATE,265,0
2007,GOLDEN VALLEY,1060,0
2007,GOLDMAN PARK,526,0
2007,GRA-RAM,478,0
2007,GRACELAND,788,0
2007,GRANTOSA,366,0
2007,GRANVILLE STATION,336,0
2007,GRANVILLE WOODS,2,0
2007,GRASSLYN MANOR,1576,0
2007,GREEN MOOR,186,0
2007,GROVER HEIGHTS,100,0
2007,HALYARD PARK,125,1
2007,HAMPTON HEIGHTS,2111,2
2007,HARAMBEE,2379,7
2007,HARBOR VIEW,150,0
2007,HARDER'S OAKS,148,0
2007,HAVENWOODS,178,0
2007,HAWLEY FARMS,597,0
2007,HAWTHORNE GLEN,123,0
2007,HERITAGE HEIGHTS,182,0
2007,HIGHWOOD ESTATES,500,0
2007,HILLSIDE,40,0
2007,HISTORIC MITCHELL STREET,1603,4
2007,HISTORIC THIRD WARD,479,0
2007,HOLLER PARK,167,0
2007,HONEY CREEK MANOR,833,0
2007,HONEY CREEK PARKWAY,434,0
2007,JACKSON PARK,2383,2
2007,JOHNSON'S WOODS,913,0
2007,JUNEAU TOWN,812,0
2007,KILBOURN TOWN,204,0
2007,KING PARK,164,3
2007,KOPS PARK,1170,0
2007,LAND BANK,19,0
2007,LAYTON PARK,1605,1
2007,LENOX HEIGHTS,454,0
2007,LINCOLN CREEK,1977,1
2007,LINCOLN PARK,1416,1
2007,LINCOLN VILLAGE,1982,2
2007,LINDSAY PARK,1055,0
2007,LITTLE MENOMONEE PARKWAY,271,0
2007,LONG VIEW,913,0
2007,LOWER EAST SIDE,2202,0
2007,LYONS PARK,521,0
2007,MACK ACRES,69,0
2007,MAITLAND PARK,318,0
2007,MAPLE TREE,387,1
2007,MARTIN DRIVE,416,2
2007,MC GOVERN PARK,1052,0
2007,MELODY VIEW,202,0
2007,MENOMONEE RIVER HILLS,1895,0
2007,MENOMONEE RIVER HILLS EAST,636,0
2007,MENOMONEE RIVER VALLEY,2,0
2007,MERRILL PARK,526,0
2007,METCALFE PARK,546,2
2007,MIDTOWN,1320,4
2007,MILL VALLEY,328,0
2007,MILLER VALLEY,108,1
2007,MILWAUKEE RIVER PARKWAY,231,0
2007,MITCHELL FIELD,60,0
2007,MITCHELL PARK,8,0
2007,MITCHELL WEST,874,0
2007,MORGAN HEIGHTS,540,0
2007,MORGANDALE,2484,0
2007,MOUNT MARY,699,0
2007,MOUNT OLIVET,56,0
2007,MURRAY HILL,648,0
2007,MUSKEGO WAY,1876,1
2007,"NASH PARK",847,0
2007,"NATIONAL PARK",457,0
2007,NEW COELN,159,0
2007,NORTH DIVISION,1769,4
2007,NORTH GRANVILLE,39,0
2007,NORTHPOINT,549,0
2007,NORTHRIDGE,220,0
2007,NORTHRIDGE LAKES,312,1
2007,OLD NORTH MILWAUKEE,3083,3
2007,PARK KNOLL,391,0
2007,PARK PLACE,31,0
2007,PARK VIEW,133,0
2007,PARKWAY HILLS,153,0
2007,PHEASANT RUN,482,0
2007,POLLBER HEIGHTS,74,0
2007,POLONIA,1004,0
2007,RED OAK HEIGHTS,231,0
2007,RIDGEVIEW,88,0
2007,RIVER BEND,499,0
2007,RIVERSIDE PARK,234,0
2007,RIVERTON HEIGHTS,465,0
2007,RIVERWEST,2828,3
2007,ROLLING GREEN,495,0
2007,ROOSEVELT GROVE,1467,2
2007,ROOT CREEK,479,0
2007,RUFUS KING,1368,1
2007,SAINT JOSEPH,1622,0
2007,SAVELAND PARK,588,0
2007,SERVITE WOODS,417,0
2007,SHERMAN PARK,1645,3
2007,SILVER CITY,804,0
2007,SILVER SPRING,2469,0
2007,SILVER SWAN,398,0
2007,SOUTHGATE,470,0
2007,SOUTHPOINT,537,0
2007,ST. AMELIAN'S,581,0
2007,STORY HILL,518,0
2007,SUNSET HEIGHTS,1243,0
2007,THE VALLEY / PIGSVILLE,144,0
2007,THURSTON WOODS,1179,1
2007,TIMMERMAN AIRPORT,52,0
2007,TIMMERMAN WEST,963,0
2007,TIPPECANOE,2009,0
2007,TOWN & COUNTRY MANOR,616,0
2007,TOWN OF LAKE,1867,1
2007,TRIANGLE,136,1
2007,TRIANGLE NORTH,231,0
2007,TRIPOLI PARK,233,0
2007,UPPER EAST SIDE,848,0
2007,UPTOWN,1415,0
2007,VALHALLA,561,0
2007,VALLEY FORGE,54,0
2007,VETERANS AFFAIRS,1,0
2007,VOGEL PARK,373,0
2007,WAHL PARK,832,0
2007,WALKER'S POINT,1195,1
2007,WALNUT HILL,468,1
2007,WASHINGTON HEIGHTS,1988,0
2007,WASHINGTON PARK,939,0
2007,WEDGEWOOD,477,0
2007,WEST VIEW,407,0
2007,WHISPERING HILLS,213,0
2007,WHITE MANOR,582,0
2007,WICK FIELD,162,1
2007,WILLIAMSBURG,597,4
2007,WILSON PARK,636,0
2007,WOODLAND COURT,135,0
2007,WOODLANDS,633,36
2007,WYRICK PARK,340,0
2007,YANKEE HILL,308,0
2008,ALCOTT PARK,483,0
2008,ALVERNO,158,0
2008,AMANI,1495,6
2008,ARLINGTON GARDENS,738,1
2008,ARLINGTON HEIGHTS,1217,2
2008,AVENUES WEST,262,4
2008,BARAN PARK,88,0
2008,BAY VIEW,5095,0
2008,BLUEMOUND HEIGHTS,1008,0
2008,BORCHERT FIELD,975,8
2008,BRADLEY ESTATES,1028,0
2008,BREWER'S HILL,606,0
2008,BUCHEL PARK,13,0
2008,BURNHAM PARK,1336,1
2008,CALUMET FARMS,291,0
2008,CAMBRIDGE HEIGHTS,493,0
2008,CANNON PARK,433,0
2008,CAPITOL HEIGHTS,1656,0
2008,CASTLE MANOR,751,0
2008,CLARKE SQUARE,988,0
2008,CLAYTON CREST,534,0
2008,CLOCK TOWER ACRES,350,1
2008,COLD SPRING PARK,281,0
2008,COLLEGE HEIGHTS,373,0
2008,COLUMBUS PARK,1122,0
2008,CONCORDIA,201,5
2008,COOPER PARK,1206,0
2008,COPERNICUS PARK,472,0
2008,DINEEN PARK,909,0
2008,DOWNER WOODS,654,0
2008,DRETZKA PARK,13,0
2008,ENDERIS PARK,916,0
2008,ESTABROOK PARK,9,0
2008,EUCLID PARK,454,0
2008,FAIR PARK,421,0
2008,FAIRFIELD,332,2
2008,FAIRVIEW,1381,0
2008,FERNWOOD,1053,0
2008,FLORIST HIGHLANDS,282,0
2008,FOREST HOME HILLS,767,0
2008,FRANKLIN HEIGHTS,2173,6
2008,FREEDOM VILLAGE,15,0
2008,GARDEN HOMES,592,0
2008,GOLDEN GATE,266,0
2008,GOLDEN VALLEY,1060,0
2008,GOLDMAN PARK,527,0
2008,GRA-RAM,478,0
2008,GRACELAND,789,0
2008,GRANTOSA,358,1
2008,GRANVILLE STATION,335,1
2008,GRANVILLE WOODS,2,0
2008,GRASSLYN MANOR,1576,1
2008,GREEN MOOR,187,0
2008,GROVER HEIGHTS,101,0
2008,HALYARD PARK,128,0
2008,HAMPTON HEIGHTS,2109,2
2008,HARAMBEE,2398,8
2008,HARBOR VIEW,150,0
2008,HARDER'S OAKS,148,0
2008,HAVENWOODS,178,0
2008,HAWLEY FARMS,597,0
2008,HAWTHORNE GLEN,123,0
2008,HERITAGE HEIGHTS,185,0
2008,HIGHWOOD ESTATES,500,0
2008,HILLSIDE,40,0
2008,HISTORIC MITCHELL STREET,1600,2
2008,HISTORIC THIRD WARD,559,0
2008,HOLLER PARK,167,0
2008,HONEY CREEK MANOR,834,0
2008,HONEY CREEK PARKWAY,434,0
2008,JACKSON PARK,2382,0
2008,JOHNSON'S WOODS,913,0
2008,JUNEAU TOWN,813,0
2008,KILBOURN TOWN,205,0
2008,KING PARK,168,0
2008,KOPS PARK,1170,1
2008,LAND BANK,19,0
2008,LAYTON PARK,1604,0
2008,LENOX HEIGHTS,454,0
2008,LINCOLN CREEK,1975,1
2008,LINCOLN PARK,1416,4
2008,LINCOLN VILLAGE,1990,5
2008,LINDSAY PARK,1055,0
2008,LITTLE MENOMONEE PARKWAY,274,0
2008,LONG VIEW,915,0
2008,LOWER EAST SIDE,2242,0
2008,LYONS PARK,521,0
2008,MACK ACRES,69,0
2008,MAITLAND PARK,318,0
2008,MAPLE TREE,387,0
2008,MARTIN DRIVE,416,2
2008,MC GOVERN PARK,1052,1
2008,MELODY VIEW,202,0
2008,MENOMONEE RIVER HILLS,1897,0
2008,MENOMONEE RIVER HILLS EAST,636,0
2008,MENOMONEE RIVER VALLEY,156,0
2008,MERRILL PARK,530,1
2008,METCALFE PARK,579,0
2008,MIDTOWN,1326,5
2008,MILL VALLEY,330,0
2008,MILLER VALLEY,107,0
2008,MILWAUKEE RIVER PARKWAY,231,0
2008,MITCHELL FIELD,60,0
2008,MITCHELL PARK,8,0
2008,MITCHELL WEST,874,0
2008,MORGAN HEIGHTS,541,0
2008,MORGANDALE,2485,0
2008,MOUNT MARY,699,0
2008,MOUNT OLIVET,56,0
2008,MURRAY HILL,661,0
2008,MUSKEGO WAY,1877,0
2008,"NASH PARK",847,0
2008,"NATIONAL PARK",456,0
2008,NEW COELN,159,0
2008,NORTH DIVISION,1763,12
2008,NORTH GRANVILLE,40,0
2008,NORTHPOINT,549,0
2008,NORTHRIDGE,223,0
2008,NORTHRIDGE LAKES,312,0
2008,OLD NORTH MILWAUKEE,3081,4
2008,PARK KNOLL,393,0
2008,PARK PLACE,31,0
2008,PARK VIEW,133,1
2008,PARKWAY HILLS,153,0
2008,PHEASANT RUN,482,0
2008,POLLBER HEIGHTS,74,0
2008,POLONIA,1005,0
2008,RED OAK HEIGHTS,231,0
2008,RIDGEVIEW,88,0
2008,RIVER BEND,499,0
2008,RIVERSIDE PARK,235,0
2008,RIVERTON HEIGHTS,465,0
2008,RIVERWEST,2876,1
2008,ROLLING GREEN,495,0
2008,ROOSEVELT GROVE,1465,1
2008,ROOT CREEK,479,0
2008,RUFUS KING,1368,3
2008,SAINT JOSEPH,1623,1
2008,SAVELAND PARK,588,0
2008,SERVITE WOODS,417,0
2008,SHERMAN PARK,1643,2
2008,SILVER CITY,808,0
2008,SILVER SPRING,2471,0
2008,SILVER SWAN,398,0
2008,SOUTHGATE,470,0
2008,SOUTHPOINT,537,0
2008,ST. AMELIAN'S,581,0
2008,STORY HILL,518,0
2008,SUNSET HEIGHTS,1244,0
2008,THE VALLEY / PIGSVILLE,143,1
2008,THURSTON WOODS,1178,2
2008,TIMMERMAN AIRPORT,52,0
2008,TIMMERMAN WEST,963,0
2008,TIPPECANOE,2010,0
2008,TOWN & COUNTRY MANOR,616,0
2008,TOWN OF LAKE,1866,1
2008,TRIANGLE,138,2
2008,TRIANGLE NORTH,230,0
2008,TRIPOLI PARK,233,1
2008,UPPER EAST SIDE,848,0
2008,UPTOWN,1417,1
2008,VALHALLA,560,0
2008,VALLEY FORGE,54,0
2008,VETERANS AFFAIRS,1,0
2008,VOGEL PARK,373,0
2008,WAHL PARK,832,0
2008,WALKER'S POINT,1196,3
2008,WALNUT HILL,469,0
2008,WASHINGTON HEIGHTS,1988,0
2008,WASHINGTON PARK,949,5
2008,WEDGEWOOD,477,0
2008,WEST VIEW,406,0
2008,WHISPERING HILLS,213,0
2008,WHITE MANOR,582,0
2008,WICK FIELD,161,0
2008,WILLIAMSBURG,597,2
2008,WILSON PARK,637,0
2008,WOODLAND COURT,135,0
2008,WOODLANDS,630,31
2008,WYRICK PARK,340,0
2008,YANKEE HILL,461,0
2009,ALCOTT PARK,483,0
2009,ALVERNO,158,0
2009,AMANI,1492,17
2009,ARLINGTON GARDENS,738,0
2009,ARLINGTON HEIGHTS,1214,5
2009,AVENUES WEST,272,3
2009,BARAN PARK,89,0
2009,BAY VIEW,5096,4
2009,BLUEMOUND HEIGHTS,1008,0
2009,BORCHERT FIELD,970,8
2009,BRADLEY ESTATES,1028,0
2009,BREWER'S HILL,605,0
2009,BUCHEL PARK,13,0
2009,BURNHAM PARK,1335,1
2009,CALUMET FARMS,346,0
2009,CAMBRIDGE HEIGHTS,494,0
2009,CANNON PARK,429,0
2009,CAPITOL HEIGHTS,1656,1
2009,CASTLE MANOR,751,0
2009,CLARKE SQUARE,988,3
2009,CLAYTON CREST,534,0
2009,CLOCK TOWER ACRES,348,1
2009,COLD SPRING PARK,281,1
2009,COLLEGE HEIGHTS,373,0
2009,COLUMBUS PARK,1122,1
2009,CONCORDIA,198,1
2009,COOPER PARK,1206,1
2009,COPERNICUS PARK,472,0
2009,DINEEN PARK,909,0
2009,DOWNER WOODS,655,0
2009,DRETZKA PARK,16,0
2009,ENDERIS PARK,916,0
2009,ESTABROOK PARK,9,0
2009,EUCLID PARK,454,0
2009,FAIR PARK,421,0
2009,FAIRFIELD,331,2
2009,FAIRVIEW,1382,1
2009,FERNWOOD,1053,0
2009,FLORIST HIGHLANDS,284,0
2009,FOREST HOME HILLS,768,1
2009,FRANKLIN HEIGHTS,2169,16
2009,FREEDOM VILLAGE,138,0
2009,GARDEN HOMES,592,0
2009,GOLDEN GATE,266,1
2009,GOLDEN VALLEY,1060,0
2009,GOLDMAN PARK,527,0
2009,GRA-RAM,478,0
2009,GRACELAND,789,1
2009,GRANTOSA,357,0
2009,GRANVILLE STATION,335,0
2009,GRANVILLE WOODS,2,0
2009,GRASSLYN MANOR,1576,3
2009,GREEN MOOR,187,0
2009,GROVER HEIGHTS,100,0
2009,HALYARD PARK,131,0
2009,HAMPTON HEIGHTS,2107,1
2009,HARAMBEE,2394,22
2009,HARBOR VIEW,150,0
2009,HARDER'S OAKS,149,0
2009,HAVENWOODS,178,0
2009,HAWLEY FARMS,597,0
2009,HAWTHORNE GLEN,122,0
2009,HERITAGE HEIGHTS,186,0
2009,HIGHWOOD ESTATES,500,0
2009,HILLSIDE,40,0
2009,HISTORIC MITCHELL STREET,1603,4
2009,HISTORIC THIRD WARD,615,0
2009,HOLLER PARK,167,0
2009,HONEY CREEK MANOR,834,0
2009,HONEY CREEK PARKWAY,434,0
2009,JACKSON PARK,2382,0
2009,JOHNSON'S WOODS,913,0
2009,JUNEAU TOWN,813,0
2009,KILBOURN TOWN,205,0
2009,KING PARK,169,2
2009,KOPS PARK,1169,0
2009,LAND BANK,19,0
2009,LAYTON PARK,1604,0
2009,LENOX HEIGHTS,454,0
2009,LINCOLN CREEK,1973,3
2009,LINCOLN PARK,1413,2
2009,LINCOLN VILLAGE,1986,4
2009,LINDSAY PARK,1054,0
2009,LITTLE MENOMONEE PARKWAY,274,0
2009,LONG VIEW,916,0
2009,LOWER EAST SIDE,2332,1
2009,LYONS PARK,521,0
2009,MACK ACRES,69,0
2009,MAITLAND PARK,318,0
2009,MAPLE TREE,387,0
2009,MARTIN DRIVE,416,3
2009,MC GOVERN PARK,1050,2
2009,MELODY VIEW,202,0
2009,MENOMONEE RIVER HILLS,1897,0
2009,MENOMONEE RIVER HILLS EAST,637,0
2009,MENOMONEE RIVER VALLEY,154,0
2009,MERRILL PARK,530,3
2009,METCALFE PARK,579,4
2009,MIDTOWN,1319,6
2009,MILL VALLEY,331,0
2009,MILLER VALLEY,108,0
2009,MILWAUKEE RIVER PARKWAY,231,0
2009,MITCHELL FIELD,60,0
2009,MITCHELL PARK,8,0
2009,MITCHELL WEST,874,1
2009,MORGAN HEIGHTS,542,0
2009,MORGANDALE,2485,1
2009,MOUNT MARY,699,0
2009,MOUNT OLIVET,56,0
2009,MURRAY HILL,661,0
2009,MUSKEGO WAY,1881,3
2009,"NASH PARK",847,0
2009,"NATIONAL PARK",456,0
2009,NEW COELN,159,0
2009,NORTH DIVISION,1750,22
2009,NORTH GRANVILLE,41,0
2009,NORTHPOINT,550,0
2009,NORTHRIDGE,225,0
2009,NORTHRIDGE LAKES,313,0
2009,OLD NORTH MILWAUKEE,3079,11
2009,PARK KNOLL,394,0
2009,PARK PLACE,34,0
2009,PARK VIEW,132,0
2009,PARKWAY HILLS,153,0
2009,PHEASANT RUN,482,0
2009,POLLBER HEIGHTS,74,0
2009,POLONIA,1005,0
2009,RED OAK HEIGHTS,231,0
2009,RIDGEVIEW,88,0
2009,RIVER BEND,499,0
2009,RIVERSIDE PARK,235,0
2009,RIVERTON HEIGHTS,465,0
2009,RIVERWEST,2874,4
2009,ROLLING GREEN,495,0
2009,ROOSEVELT GROVE,1463,5
2009,ROOT CREEK,479,0
2009,RUFUS KING,1366,2
2009,SAINT JOSEPH,1622,0
2009,SAVELAND PARK,588,0
2009,SERVITE WOODS,417,0
2009,SHERMAN PARK,1641,5
2009,SILVER CITY,808,1
2009,SILVER SPRING,2471,1
2009,SILVER SWAN,398,0
2009,SOUTHGATE,470,0
2009,SOUTHPOINT,537,0
2009,ST. AMELIAN'S,581,0
2009,STORY HILL,519,0
2009,SUNSET HEIGHTS,1245,2
2009,THE VALLEY / PIGSVILLE,142,0
2009,THURSTON WOODS,1178,4
2009,TIMMERMAN AIRPORT,52,0
2009,TIMMERMAN WEST,963,0
2009,TIPPECANOE,2010,0
2009,TOWN & COUNTRY MANOR,616,1
2009,TOWN OF LAKE,1865,0
2009,TRIANGLE,136,1
2009,TRIANGLE NORTH,230,0
2009,TRIPOLI PARK,233,0
2009,UPPER EAST SIDE,848,0
2009,UPTOWN,1416,3
2009,VALHALLA,560,0
2009,VALLEY FORGE,54,0
2009,VETERANS AFFAIRS,1,0
2009,VOGEL PARK,373,0
2009,WAHL PARK,831,2
2009,WALKER'S POINT,1189,0
2009,WALNUT HILL,465,6
2009,WASHINGTON HEIGHTS,1988,2
2009,WASHINGTON PARK,950,6
2009,WEDGEWOOD,477,0
2009,WEST VIEW,406,0
2009,WHISPERING HILLS,213,0
2009,WHITE MANOR,582,0
2009,WICK FIELD,162,0
2009,WILLIAMSBURG,598,2
2009,WILSON PARK,637,0
2009,WOODLAND COURT,135,0
2009,WOODLANDS,634,22
2009,WYRICK PARK,340,0
2009,YANKEE HILL,460,0
2010,ALCOTT PARK,483,0
2010,ALVERNO,159,0
2010,AMANI,1469,37
2010,ARLINGTON GARDENS,739,0
2010,ARLINGTON HEIGHTS,1210,5
2010,AVENUES WEST,275,5
2010,BARAN PARK,89,1
2010,BAY VIEW,5097,0
2010,BLUEMOUND HEIGHTS,1009,0
2010,BORCHERT FIELD,960,17
2010,BRADLEY ESTATES,1027,2
2010,BREWER'S HILL,603,2
2010,BUCHEL PARK,13,0
2010,BURNHAM PARK,1336,0
2010,CALUMET FARMS,359,0
2010,CAMBRIDGE HEIGHTS,494,0
2010,CANNON PARK,429,0
2010,CAPITOL HEIGHTS,1654,1
2010,CASTLE MANOR,751,0
2010,CLARKE SQUARE,990,5
2010,CLAYTON CREST,534,0
2010,CLOCK TOWER ACRES,348,0
2010,COLD SPRING PARK,280,2
2010,COLLEGE HEIGHTS,373,0
2010,COLUMBUS PARK,1122,0
2010,CONCORDIA,198,3
2010,COOPER PARK,1205,0
2010,COPERNICUS PARK,472,1
2010,DINEEN PARK,909,0
2010,DOWNER WOODS,657,0
2010,DRETZKA PARK,18,0
2010,ENDERIS PARK,916,0
2010,ESTABROOK PARK,9,0
2010,EUCLID PARK,455,0
2010,FAIR PARK,421,1
2010,FAIRFIELD,331,0
2010,FAIRVIEW,1381,0
2010,FERNWOOD,1062,0
2010,FLORIST HIGHLANDS,285,0
2010,FOREST HOME HILLS,766,1
2010,FRANKLIN HEIGHTS,2149,35
2010,FREEDOM VILLAGE,138,0
2010,GARDEN HOMES,593,7
2010,GOLDEN GATE,266,0
2010,GOLDEN VALLEY,1060,1
2010,GOLDMAN PARK,527,0
2010,GRA-RAM,478,0
2010,GRACELAND,788,0
2010,GRANTOSA,357,1
2010,GRANVILLE STATION,335,0
2010,GRANVILLE WOODS,2,0
2010,GRASSLYN MANOR,1574,3
2010,GREEN MOOR,187,0
2010,GROVER HEIGHTS,100,0
2010,HALYARD PARK,135,0
2010,HAMPTON HEIGHTS,2108,3
2010,HARAMBEE,2394,45
2010,HARBOR VIEW,150,0
2010,HARDER'S OAKS,149,0
2010,HAVENWOODS,178,0
2010,HAWLEY FARMS,597,0
2010,HAWTHORNE GLEN,122,0
2010,HERITAGE HEIGHTS,186,0
2010,HIGHWOOD ESTATES,500,0
2010,HILLSIDE,40,0
2010,HILLTOP PARISH,1,0
2010,HISTORIC MITCHELL STREET,1598,5
2010,HISTORIC THIRD WARD,615,0
2010,HOLLER PARK,167,0
2010,HONEY CREEK MANOR,834,0
2010,HONEY CREEK PARKWAY,434,0
2010,JACKSON PARK,2384,1
2010,JOHNSON'S WOODS,914,1
2010,JUNEAU TOWN,845,0
2010,KILBOURN TOWN,210,0
2010,KING PARK,166,3
2010,KOPS PARK,1169,0
2010,LAND BANK,19,0
2010,LAYTON PARK,1605,3
2010,LENOX HEIGHTS,454,2
2010,LINCOLN CREEK,1972,9
2010,LINCOLN PARK,1413,5
2010,LINCOLN VILLAGE,1983,4
2010,LINDSAY PARK,1053,0
2010,LITTLE MENOMONEE PARKWAY,274,0
2010,LONG VIEW,914,1
2010,LOWER EAST SIDE,2343,0
2010,LYONS PARK,521,0
2010,MACK ACRES,69,0
2010,MAITLAND PARK,320,0
2010,MAPLE TREE,386,1
2010,MARTIN DRIVE,415,1
2010,MC GOVERN PARK,1047,3
2010,MELODY VIEW,202,1
2010,MENOMONEE RIVER HILLS,1897,0
2010,MENOMONEE RIVER HILLS EAST,635,0
2010,MENOMONEE RIVER VALLEY,154,0
2010,MERRILL PARK,528,1
2010,METCALFE PARK,574,14
2010,MIDTOWN,1314,14
2010,MILL VALLEY,331,1
2010,MILLER VALLEY,108,0
2010,MILWAUKEE RIVER PARKWAY,231,0
2010,MITCHELL FIELD,60,0
2010,MITCHELL PARK,8,0
2010,MITCHELL WEST,873,0
2010,MORGAN HEIGHTS,542,0
2010,MORGANDALE,2486,0
2010,MOUNT MARY,699,0
2010,MOUNT OLIVET,56,0
2010,MURRAY HILL,661,0
2010,MUSKEGO WAY,1874,8
2010,"NASH PARK",847,0
2010,"NATIONAL PARK",456,1
2010,NEW COELN,160,0
2010,NORTH DIVISION,1727,42
2010,NORTH GRANVILLE,41,0
2010,NORTHPOINT,550,0
2010,NORTHRIDGE,226,0
2010,NORTHRIDGE LAKES,313,0
2010,OLD NORTH MILWAUKEE,3072,19
2010,PARK KNOLL,395,0
2010,PARK PLACE,37,0
2010,PARK VIEW,133,2
2010,PARKWAY HILLS,153,0
2010,PHEASANT RUN,482,0
2010,POLLBER HEIGHTS,74,0
2010,POLONIA,1004,1
2010,RED OAK HEIGHTS,232,0
2010,RIDGEVIEW,90,1
2010,RIVER BEND,499,0
2010,RIVERSIDE PARK,238,0
2010,RIVERTON HEIGHTS,465,0
2010,RIVERWEST,2954,4
2010,ROLLING GREEN,495,0
2010,ROOSEVELT GROVE,1460,7
2010,ROOT CREEK,479,0
2010,RUFUS KING,1365,7
2010,SAINT JOSEPH,1623,4
2010,SAVELAND PARK,588,0
2010,SERVITE WOODS,417,1
2010,SHERMAN PARK,1636,14
2010,SILVER CITY,807,0
2010,SILVER SPRING,2471,8
2010,SILVER SWAN,397,1
2010,SOUTHGATE,470,0
2010,SOUTHPOINT,537,0
2010,ST. AMELIAN'S,581,0
2010,STORY HILL,519,0
2010,SUNSET HEIGHTS,1243,2
2010,THE VALLEY / PIGSVILLE,143,1
2010,THURSTON WOODS,1175,1
2010,TIMMERMAN AIRPORT,52,0
2010,TIMMERMAN WEST,963,0
2010,TIPPECANOE,2010,0
2010,TOWN & COUNTRY MANOR,615,0
2010,TOWN OF LAKE,1867,0
2010,TRIANGLE,137,1
2010,TRIANGLE NORTH,231,3
2010,TRIPOLI PARK,233,0
2010,UPPER EAST SIDE,848,1
2010,UPTOWN,1412,5
2010,VALHALLA,559,2
2010,VALLEY FORGE,54,0
2010,VETERANS AFFAIRS,1,0
2010,VOGEL PARK,373,0
2010,WAHL PARK,829,1
2010,WALKER'S POINT,1189,5
2010,WALNUT HILL,456,9
2010,WASHINGTON HEIGHTS,1985,2
2010,WASHINGTON PARK,937,10
2010,WEDGEWOOD,477,0
2010,WEST VIEW,406,0
2010,WHISPERING HILLS,213,0
2010,WHITE MANOR,582,0
2010,WICK FIELD,162,0
2010,WILLIAMSBURG,599,2
2010,WILSON PARK,637,1
2010,WOODLAND COURT,135,0
2010,WOODLANDS,634,30
2010,WYRICK PARK,340,1
2010,YANKEE HILL,565,0
2011,ALCOTT PARK,483,0
2011,ALVERNO,161,0
2011,AMANI,1452,19
2011,ARLINGTON GARDENS,739,0
2011,ARLINGTON HEIGHTS,1204,7
2011,AVENUES WEST,275,5
2011,BARAN PARK,89,0
2011,BAY VIEW,5095,0
2011,BLUEMOUND HEIGHTS,1010,0
2011,BORCHERT FIELD,941,6
2011,BRADLEY ESTATES,1025,0
2011,BREWER'S HILL,599,1
2011,BRYNWOOD,2,0
2011,BUCHEL PARK,13,0
2011,BURNHAM PARK,1336,2
2011,CALUMET FARMS,368,0
2011,CAMBRIDGE HEIGHTS,493,0
2011,CANNON PARK,429,0
2011,CAPITOL HEIGHTS,1654,0
2011,CASTLE MANOR,751,0
2011,CLARKE SQUARE,985,2
2011,CLAYTON CREST,534,0
2011,CLOCK TOWER ACRES,347,1
2011,COLD SPRING PARK,277,3
2011,COLLEGE HEIGHTS,373,0
2011,COLUMBUS PARK,1122,0
2011,CONCORDIA,198,1
2011,COOPER PARK,1205,0
2011,COPERNICUS PARK,472,0
2011,DINEEN PARK,909,1
2011,DOWNER WOODS,659,0
2011,DRETZKA PARK,19,0
2011,ENDERIS PARK,916,0
2011,ESTABROOK PARK,9,0
2011,EUCLID PARK,455,0
2011,FAIR PARK,421,0
2011,FAIRFIELD,331,0
2011,FAIRVIEW,1382,0
2011,FERNWOOD,1062,0
2011,FLORIST HIGHLANDS,283,0
2011,FOREST HOME HILLS,763,0
2011,FRANKLIN HEIGHTS,2119,20
2011,FREEDOM VILLAGE,138,0
2011,GARDEN HOMES,585,1
2011,GOLDEN GATE,267,0
2011,GOLDEN VALLEY,1060,0
2011,GOLDMAN PARK,528,0
2011,GRA-RAM,478,0
2011,GRACELAND,789,1
2011,GRANTOSA,357,0
2011,GRANVILLE STATION,335,0
2011,GRANVILLE WOODS,2,0
2011,GRASSLYN MANOR,1573,2
2011,GREEN MOOR,187,0
2011,GROVER HEIGHTS,100,0
2011,HALYARD PARK,136,0
2011,HAMPTON HEIGHTS,2103,4
2011,HARAMBEE,2359,23
2011,HARBOR VIEW,149,0
2011,HARDER'S OAKS,150,0
2011,HAVENWOODS,177,0
2011,HAWLEY FARMS,597,0
2011,HAWTHORNE GLEN,122,0
2011,HERITAGE HEIGHTS,187,0
2011,HIGHWOOD ESTATES,500,0
2011,HILLSIDE,40,0
2011,HISTORIC MITCHELL STREET,1590,2
2011,HISTORIC THIRD WARD,614,0
2011,HOLLER PARK,167,0
2011,HONEY CREEK MANOR,834,0
2011,HONEY CREEK PARKWAY,435,0
2011,JACKSON PARK,2382,0
2011,JOHNSON'S WOODS,913,0
2011,JUNEAU TOWN,844,0
2011,KILBOURN TOWN,210,0
2011,KING PARK,164,0
2011,KOPS PARK,1169,1
2011,LAND BANK,19,0
2011,LAYTON PARK,1603,2
2011,LENOX HEIGHTS,452,0
2011,LINCOLN CREEK,1962,0
2011,LINCOLN PARK,1404,7
2011,LINCOLN VILLAGE,1961,3
2011,LINDSAY PARK,1054,0
2011,LITTLE MENOMONEE PARKWAY,274,0
2011,LONG VIEW,915,0
2011,LOWER EAST SIDE,2334,1
2011,LYONS PARK,521,0
2011,MACK ACRES,69,0
2011,MAITLAND PARK,319,0
2011,MAPLE TREE,385,0
2011,MARTIN DRIVE,415,2
2011,MC GOVERN PARK,1046,1
2011,MELODY VIEW,202,0
2011,MENOMONEE RIVER HILLS,1897,2
2011,MENOMONEE RIVER HILLS EAST,635,0
2011,MENOMONEE RIVER VALLEY,126,0
